acousticness,analysis_url,danceability,duration_ms,energy,track_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.287,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,0.765,237300.0,0.473,5kqIPrATaCc2LqxVWzQGbk,0.0,10.0,0.391,-5.829,1.0,0.0514,119.992,4.0,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,audio_features,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.34
0.198,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,0.655,229360.0,0.797,6habFhsOp2NvshLv26DqMb,0.0,2.0,0.067,-4.787,1.0,0.153,177.928,4.0,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,audio_features,spotify:track:6habFhsOp2NvshLv26DqMb,0.839
0.013,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0.853,206693.0,0.56,0KKkJNfGyhkQ5aFogxQAPU,0.0,1.0,0.0944,-4.961,1.0,0.0406,134.066,4.0,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.86
0.174,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,0.701,140533.0,0.716,4jPy3l0RUwlUI9T5XHBW2m,0.0,7.0,0.324,-3.671,0.0,0.0361,91.007,4.0,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,audio_features,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,0.732
0.247,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,0.746,181733.0,0.69,7ytR5pFWmSjzHJIeQkgog4,0.0,11.0,0.101,-7.956,1.0,0.164,89.977,4.0,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,0.497
0.099,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,0.816,253390.0,0.726,58q2HKrzhC3ozto2nDdN4z,0.0,5.0,0.372,-3.998,0.0,0.129,136.048,4.0,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,audio_features,spotify:track:58q2HKrzhC3ozto2nDdN4z,0.65
0.19,https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR,0.505,177507.0,0.71,5qaEfEh1AtSdrdrByCP7qR,0.00025,3.0,0.269,-3.015,1.0,0.0321,89.938,4.0,https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR,audio_features,spotify:track:5qaEfEh1AtSdrdrByCP7qR,0.428
0.0123,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,0.666,236002.0,0.83,6JV2JOEocMgcZxYSZelKcc,0.0,0.0,0.191,-5.715,1.0,0.0751,113.03,4.0,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,audio_features,spotify:track:6JV2JOEocMgcZxYSZelKcc,0.702
0.369,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,0.689,229526.0,0.481,2JzZzZUQj3Qff7wapcbKjc,1.03e-06,10.0,0.0649,-7.503,1.0,0.0815,80.025,4.0,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,audio_features,spotify:track:2JzZzZUQj3Qff7wapcbKjc,0.283
0.535,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,0.752,197437.0,0.505,2P91MQbaiQOfbiz9VqhqKQ,2.55e-06,9.0,0.104,-7.621,1.0,0.253,91.97,4.0,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,audio_features,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,0.419
0.0689,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,0.556,223347.0,0.538,75ZvA4QfFiZvzhj2xkaWAh,0.0,8.0,0.196,-5.408,0.0,0.0382,143.95,4.0,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.291
0.0841,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,0.732,195920.0,0.396,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,4.0,0.105,-9.348,0.0,0.0286,90.024,4.0,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548
0.00236,https://api.spotify.com/v1/audio-analysis/1qPbGZqppFwLwcBC1JQ6Vr,0.41,258907.0,0.854,1qPbGZqppFwLwcBC1JQ6Vr,0.0,2.0,0.133,-5.609,1.0,0.0366,174.584,4.0,https://api.spotify.com/v1/tracks/1qPbGZqppFwLwcBC1JQ6Vr,audio_features,spotify:track:1qPbGZqppFwLwcBC1JQ6Vr,0.456
0.00121,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,0.352,222973.0,0.911,003vvx7Niy0yvhvHt4a68B,0.0,1.0,0.0995,-5.23,1.0,0.0747,148.033,4.0,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,audio_features,spotify:track:003vvx7Niy0yvhvHt4a68B,0.236
0.037,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,0.791,214847.0,0.862,7ef4DlsgrMEH11cDZd32M6,2.19e-05,9.0,0.0814,-3.24,0.0,0.11,123.994,4.0,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,audio_features,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.592
0.0169,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.596,203418.0,0.854,2iUXsYOEPhVqEBwsqP70rE,0.0,7.0,0.124,-5.114,0.0,0.463,120.274,4.0,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,audio_features,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.152
0.595,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,0.686,242187.0,0.457,1EzrEOXmMH3G43AXT1y7pA,0.0,11.0,0.105,-8.322,1.0,0.0468,150.953,4.0,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,audio_features,spotify:track:1EzrEOXmMH3G43AXT1y7pA,0.718
0.0591,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,0.748,235493.0,0.788,2iuZJX9X9P0GKaE93xcPjk,0.0,1.0,0.0863,-7.055,1.0,0.0334,120.076,4.0,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,audio_features,spotify:track:2iuZJX9X9P0GKaE93xcPjk,0.884
0.106,https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2,0.448,186813.0,0.784,62yJjFtgkhUrXktIoSjgP2,0.000108,9.0,0.668,-3.686,1.0,0.0627,136.245,4.0,https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2,audio_features,spotify:track:62yJjFtgkhUrXktIoSjgP2,0.236
0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.367,196077.0,0.111,43zdsphuZLzwA9k4DJhU0I,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,4.0,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,audio_features,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.198
0.0533,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,0.878,157067.0,0.619,2YpeDb67231RjR0MgVLzsG,0.0,6.0,0.113,-5.56,1.0,0.102,136.041,4.0,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,audio_features,spotify:track:2YpeDb67231RjR0MgVLzsG,0.639
0.00922,https://api.spotify.com/v1/audio-analysis/7MJQ9Nfxzh8LPZ9e9u68Fq,0.689,320627.0,0.735,7MJQ9Nfxzh8LPZ9e9u68Fq,0.00072,2.0,0.365,-4.545,1.0,0.267,171.403,4.0,https://api.spotify.com/v1/tracks/7MJQ9Nfxzh8LPZ9e9u68Fq,audio_features,spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,0.059
0.59,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,0.845,205680.0,0.567,4B0JvthVoAAuygILe3n4Bs,0.00142,5.0,0.0811,-8.118,0.0,0.0956,125.02,4.0,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.793
0.109,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,0.775,208787.0,0.613,5cF0dROlMOK5uNZtivgu50,2.33e-05,3.0,0.134,-4.586,0.0,0.0542,100.066,4.0,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,audio_features,spotify:track:5cF0dROlMOK5uNZtivgu50,0.797
0.546,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,0.75,221440.0,0.56,3swc6WTsr7rl9DqQKQA55C,0.0,8.0,0.111,-8.094,1.0,0.105,140.06,4.0,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,audio_features,spotify:track:3swc6WTsr7rl9DqQKQA55C,0.459
0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800.0,0.68,0d2iYfpKoM0QCKvcLCkBao,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319
0.621,https://api.spotify.com/v1/audio-analysis/68EMU2RD1ECNeOeJ5qAXCV,0.728,217707.0,0.563,68EMU2RD1ECNeOeJ5qAXCV,0.0,1.0,0.179,-8.053,0.0,0.134,100.017,4.0,https://api.spotify.com/v1/tracks/68EMU2RD1ECNeOeJ5qAXCV,audio_features,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,0.352
0.0736,https://api.spotify.com/v1/audio-analysis/6Bjtr3tPdto5nyuLYf61sN,0.608,185352.0,0.798,6Bjtr3tPdto5nyuLYf61sN,0.0,6.0,0.156,-5.092,0.0,0.0432,92.943,4.0,https://api.spotify.com/v1/tracks/6Bjtr3tPdto5nyuLYf61sN,audio_features,spotify:track:6Bjtr3tPdto5nyuLYf61sN,0.501
0.166,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,0.782,180566.0,0.685,7vFoFDWqTX0mHzLfrF1Cfy,1.18e-05,4.0,0.16,-6.237,1.0,0.0309,118.016,4.0,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,audio_features,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,0.603
0.113,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,0.705,213520.0,0.769,22VdIZQfgXJea34mQxlt81,0.0,9.0,0.105,-5.526,0.0,0.0425,107.949,4.0,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,0.583
