,artist_name,track_name,track_id,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
463,Mabel,Loneliest Time Of Year,3v9ILiZmlnNq36Cw8r8hDO,10,0.0631,https://api.spotify.com/v1/audio-analysis/3v9ILiZmlnNq36Cw8r8hDO,0.517,202693.0,0.609,0.0,7.0,0.106,-5.702,1.0,0.0291,92.093,4.0,https://api.spotify.com/v1/tracks/3v9ILiZmlnNq36Cw8r8hDO,audio_features,spotify:track:3v9ILiZmlnNq36Cw8r8hDO,0.239
464,Polo G,Don’t Play (with Lil Baby),2QIBJFl8DJR1mDh9GwfZef,73,0.239,https://api.spotify.com/v1/audio-analysis/2QIBJFl8DJR1mDh9GwfZef,0.684,156735.0,0.624,0.0,2.0,0.112,-7.414,0.0,0.347,146.925,4.0,https://api.spotify.com/v1/tracks/2QIBJFl8DJR1mDh9GwfZef,audio_features,spotify:track:2QIBJFl8DJR1mDh9GwfZef,0.708
465,Wassu,Saru,4k5u7UUdnGbFQ2nz5wkokO,10,5.82e-05,https://api.spotify.com/v1/audio-analysis/4k5u7UUdnGbFQ2nz5wkokO,0.772,417014.0,0.868,0.914,10.0,0.046,-5.988,0.0,0.0637,120.01,4.0,https://api.spotify.com/v1/tracks/4k5u7UUdnGbFQ2nz5wkokO,audio_features,spotify:track:4k5u7UUdnGbFQ2nz5wkokO,0.0743
466,BabySantana,Antisocial (feat. Slump6s),4KBJ6dFxtup8Ku4uQZcPQ8,77,0.00196,https://api.spotify.com/v1/audio-analysis/4KBJ6dFxtup8Ku4uQZcPQ8,0.618,175334.0,0.605,0.0,1.0,0.46,-6.839,1.0,0.35,146.514,4.0,https://api.spotify.com/v1/tracks/4KBJ6dFxtup8Ku4uQZcPQ8,audio_features,spotify:track:4KBJ6dFxtup8Ku4uQZcPQ8,0.494
467,Helvetic Nerds,Live Your Life Be Free - Extended Mix,3cZG3kuR8rCIt0PkOKrLlM,0,0.00319,https://api.spotify.com/v1/audio-analysis/3cZG3kuR8rCIt0PkOKrLlM,0.751,351290.0,0.888,0.183,4.0,0.0806,-5.072,0.0,0.0698,124.011,4.0,https://api.spotify.com/v1/tracks/3cZG3kuR8rCIt0PkOKrLlM,audio_features,spotify:track:3cZG3kuR8rCIt0PkOKrLlM,0.143
468,Bruno Mars,Blast Off,5ywsqu9AEJnEJhJ05Vf9Me,80,0.0363,https://api.spotify.com/v1/audio-analysis/5ywsqu9AEJnEJhJ05Vf9Me,0.482,284870.0,0.548,2.28e-06,11.0,0.3,-9.946,1.0,0.0373,76.017,4.0,https://api.spotify.com/v1/tracks/5ywsqu9AEJnEJhJ05Vf9Me,audio_features,spotify:track:5ywsqu9AEJnEJhJ05Vf9Me,0.346
469,Dopeboy Ra,Year Of The Dopeboyz - ReMastered 2021,6lSWuZ2MeLHpHITkqc6fU1,2,0.0689,https://api.spotify.com/v1/audio-analysis/6lSWuZ2MeLHpHITkqc6fU1,0.852,155429.0,0.676,0.0,10.0,0.0463,-8.413,0.0,0.38,140.029,4.0,https://api.spotify.com/v1/tracks/6lSWuZ2MeLHpHITkqc6fU1,audio_features,spotify:track:6lSWuZ2MeLHpHITkqc6fU1,0.735
470,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,81,0.941,https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg,0.473,163587.0,0.203,0.0,2.0,0.126,-12.627,1.0,0.102,168.884,4.0,https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,audio_features,spotify:track:4wcBRRpIfesgcyUtis7PEg,0.419
471,Norah Jones,What Are You Doing New Year's Eve?,4MvFNH6LIV3Mb6Rv5tmBas,7,0.627,https://api.spotify.com/v1/audio-analysis/4MvFNH6LIV3Mb6Rv5tmBas,0.499,243901.0,0.225,0.0188,8.0,0.091,-10.293,1.0,0.0321,70.486,4.0,https://api.spotify.com/v1/tracks/4MvFNH6LIV3Mb6Rv5tmBas,audio_features,spotify:track:4MvFNH6LIV3Mb6Rv5tmBas,0.204
472,Moneybagg Yo,Time Today,0YrKSfpvflYnLSBd4Jtu6J,75,0.0458,https://api.spotify.com/v1/audio-analysis/0YrKSfpvflYnLSBd4Jtu6J,0.912,136900.0,0.608,0.0,1.0,0.248,-7.686,1.0,0.397,136.994,4.0,https://api.spotify.com/v1/tracks/0YrKSfpvflYnLSBd4Jtu6J,audio_features,spotify:track:0YrKSfpvflYnLSBd4Jtu6J,0.327
473,Chillhop Music,Its been a year since this started,2RtEojKpMZIlGG9ld58vqx,7,0.19,https://api.spotify.com/v1/audio-analysis/2RtEojKpMZIlGG9ld58vqx,0.683,72000.0,0.127,0.853,9.0,0.111,-11.2,1.0,0.0404,83.016,4.0,https://api.spotify.com/v1/tracks/2RtEojKpMZIlGG9ld58vqx,audio_features,spotify:track:2RtEojKpMZIlGG9ld58vqx,0.296
474,Lil Durk,Pissed Me Off,52nTQQahs46s1iHFQ3Wv5Q,76,0.00311,https://api.spotify.com/v1/audio-analysis/52nTQQahs46s1iHFQ3Wv5Q,0.723,123077.0,0.516,1.26e-06,11.0,0.115,-10.707,0.0,0.485,155.967,4.0,https://api.spotify.com/v1/tracks/52nTQQahs46s1iHFQ3Wv5Q,audio_features,spotify:track:52nTQQahs46s1iHFQ3Wv5Q,0.223
475,Elvis Costello & The Attractions,"Radio, Radio - Live",6Eq3EJrQ2snBpBrtKRpc9b,8,0.066,https://api.spotify.com/v1/audio-analysis/6Eq3EJrQ2snBpBrtKRpc9b,0.424,157520.0,0.906,1.58e-05,4.0,0.39,-7.525,1.0,0.0426,156.384,4.0,https://api.spotify.com/v1/tracks/6Eq3EJrQ2snBpBrtKRpc9b,audio_features,spotify:track:6Eq3EJrQ2snBpBrtKRpc9b,0.856
476,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z,75,0.397,https://api.spotify.com/v1/audio-analysis/2cEnKRR4dYBB2VA1mjlb1z,0.777,155738.0,0.59,0.0,0.0,0.169,-8.741,0.0,0.286,147.978,4.0,https://api.spotify.com/v1/tracks/2cEnKRR4dYBB2VA1mjlb1z,audio_features,spotify:track:2cEnKRR4dYBB2VA1mjlb1z,0.238
477,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",7gl9YqFAlNMmolpaTWTMiz,14,0.642,https://api.spotify.com/v1/audio-analysis/7gl9YqFAlNMmolpaTWTMiz,0.427,219160.0,0.587,0.0,2.0,0.315,-5.527,1.0,0.033,130.144,4.0,https://api.spotify.com/v1/tracks/7gl9YqFAlNMmolpaTWTMiz,audio_features,spotify:track:7gl9YqFAlNMmolpaTWTMiz,0.579
478,YoungBoy Never Broke Again,No Where,2f2WskmLwsLtGkjntD8NG7,76,0.213,https://api.spotify.com/v1/audio-analysis/2f2WskmLwsLtGkjntD8NG7,0.657,157845.0,0.496,0.0,5.0,0.12,-7.346,1.0,0.0889,146.061,4.0,https://api.spotify.com/v1/tracks/2f2WskmLwsLtGkjntD8NG7,audio_features,spotify:track:2f2WskmLwsLtGkjntD8NG7,0.352
479,The Acoustic Guitar Force,It's the Most Wonderful Time of the Year,3MrQEULu8Y9MftkGdMSGNG,5,0.851,https://api.spotify.com/v1/audio-analysis/3MrQEULu8Y9MftkGdMSGNG,0.823,134012.0,0.465,0.9,2.0,0.118,-8.741,1.0,0.047,99.878,4.0,https://api.spotify.com/v1/tracks/3MrQEULu8Y9MftkGdMSGNG,audio_features,spotify:track:3MrQEULu8Y9MftkGdMSGNG,0.857
480,Travis Scott,Goosebumps - Remix,5uEYRdEIh9Bo4fpjDd4Na9,85,0.418,https://api.spotify.com/v1/audio-analysis/5uEYRdEIh9Bo4fpjDd4Na9,0.841,162803.0,0.593,0.0,1.0,0.124,-7.846,1.0,0.0379,124.917,4.0,https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9,audio_features,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,0.808
481,Incognito,Out Of The Storm - Japenese Live Version,1Jq2SAsdjoQBBBBVb2qpBM,12,0.105,https://api.spotify.com/v1/audio-analysis/1Jq2SAsdjoQBBBBVb2qpBM,0.664,246160.0,0.876,0.0344,4.0,0.643,-9.391,0.0,0.0477,109.8,4.0,https://api.spotify.com/v1/tracks/1Jq2SAsdjoQBBBBVb2qpBM,audio_features,spotify:track:1Jq2SAsdjoQBBBBVb2qpBM,0.647
482,ASTN,Happier Than Ever,7es56D0QedGMsK39wl2yFX,80,0.341,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,0.667,109326.0,0.457,0.0,6.0,0.114,-6.885,0.0,0.439,97.604,4.0,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,audio_features,spotify:track:7es56D0QedGMsK39wl2yFX,0.266
483,Incognito,Cut It Loose,4jTYCIOje4rUuhAKw1wemw,14,0.174,https://api.spotify.com/v1/audio-analysis/4jTYCIOje4rUuhAKw1wemw,0.815,273427.0,0.505,0.0144,9.0,0.102,-8.494,1.0,0.128,97.007,4.0,https://api.spotify.com/v1/tracks/4jTYCIOje4rUuhAKw1wemw,audio_features,spotify:track:4jTYCIOje4rUuhAKw1wemw,0.559
484,Drake,IMY2 (with Kid Cudi),7F9cT6hIRhnFCYP6GKS0tf,77,0.402,https://api.spotify.com/v1/audio-analysis/7F9cT6hIRhnFCYP6GKS0tf,0.59,252379.0,0.493,0.00504,7.0,0.129,-8.704,0.0,0.0367,150.026,4.0,https://api.spotify.com/v1/tracks/7F9cT6hIRhnFCYP6GKS0tf,audio_features,spotify:track:7F9cT6hIRhnFCYP6GKS0tf,0.0498
485,Incognito,Step Into My Life,2b7zA7QLry01ixpbTHZsrt,21,0.119,https://api.spotify.com/v1/audio-analysis/2b7zA7QLry01ixpbTHZsrt,0.709,251880.0,0.919,0.0206,1.0,0.0956,-8.174,1.0,0.0315,111.851,4.0,https://api.spotify.com/v1/tracks/2b7zA7QLry01ixpbTHZsrt,audio_features,spotify:track:2b7zA7QLry01ixpbTHZsrt,0.927
486,Marca MP,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,84,0.696,https://api.spotify.com/v1/audio-analysis/4H3t8C59tXjKf1R2iKtc5M,0.673,189408.0,0.326,3.73e-06,0.0,0.103,-7.481,1.0,0.0348,133.309,4.0,https://api.spotify.com/v1/tracks/4H3t8C59tXjKf1R2iKtc5M,audio_features,spotify:track:4H3t8C59tXjKf1R2iKtc5M,0.672
487,Incognito,Good Love,0dKDbjktjMmLCtXCdmUFL3,16,0.188,https://api.spotify.com/v1/audio-analysis/0dKDbjktjMmLCtXCdmUFL3,0.716,336520.0,0.757,1.61e-05,1.0,0.0704,-7.48,0.0,0.0435,93.986,4.0,https://api.spotify.com/v1/tracks/0dKDbjktjMmLCtXCdmUFL3,audio_features,spotify:track:0dKDbjktjMmLCtXCdmUFL3,0.961
488,Nessa Barrett,i hope ur miserable until ur dead,4ka1FkKAMde6dQAFFMXKac,79,0.0273,https://api.spotify.com/v1/audio-analysis/4ka1FkKAMde6dQAFFMXKac,0.706,177583.0,0.544,0.0,2.0,0.087,-7.275,1.0,0.0306,115.935,4.0,https://api.spotify.com/v1/tracks/4ka1FkKAMde6dQAFFMXKac,audio_features,spotify:track:4ka1FkKAMde6dQAFFMXKac,0.477
489,Incognito,Rivers Runnin' Black,0r4HSX18ffygSyyW8HWpUU,11,0.0226,https://api.spotify.com/v1/audio-analysis/0r4HSX18ffygSyyW8HWpUU,0.696,406760.0,0.914,0.806,9.0,0.205,-7.372,0.0,0.0457,111.112,4.0,https://api.spotify.com/v1/tracks/0r4HSX18ffygSyyW8HWpUU,audio_features,spotify:track:0r4HSX18ffygSyyW8HWpUU,0.647
490,Sarah Cothran,As the World Caves In,2xXNLutYAOELYVObYb1C1S,81,0.441,https://api.spotify.com/v1/audio-analysis/2xXNLutYAOELYVObYb1C1S,0.422,161613.0,0.25,0.0,0.0,0.35,-6.836,1.0,0.0351,124.026,4.0,https://api.spotify.com/v1/tracks/2xXNLutYAOELYVObYb1C1S,audio_features,spotify:track:2xXNLutYAOELYVObYb1C1S,0.246
491,Incognito,Fountain Of Life,1GYes8E3aZ8yWjeozEK7ej,15,0.394,https://api.spotify.com/v1/audio-analysis/1GYes8E3aZ8yWjeozEK7ej,0.742,321040.0,0.686,0.00032,6.0,0.0759,-8.18,0.0,0.0503,91.961,4.0,https://api.spotify.com/v1/tracks/1GYes8E3aZ8yWjeozEK7ej,audio_features,spotify:track:1GYes8E3aZ8yWjeozEK7ej,0.929
492,Drake,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,78,0.112,https://api.spotify.com/v1/audio-analysis/6jy9yJfgCsMHdu2Oz4BGKX,0.701,178623.0,0.741,0.0,2.0,0.699,-6.157,1.0,0.313,140.177,4.0,https://api.spotify.com/v1/tracks/6jy9yJfgCsMHdu2Oz4BGKX,audio_features,spotify:track:6jy9yJfgCsMHdu2Oz4BGKX,0.588
493,Incognito,Stay Mine,2ywBaHAJfTXJClEKrrC4uI,14,0.0509,https://api.spotify.com/v1/audio-analysis/2ywBaHAJfTXJClEKrrC4uI,0.772,279227.0,0.656,0.000232,2.0,0.272,-8.19,0.0,0.0398,97.998,4.0,https://api.spotify.com/v1/tracks/2ywBaHAJfTXJClEKrrC4uI,audio_features,spotify:track:2ywBaHAJfTXJClEKrrC4uI,0.792
494,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,79,0.0928,https://api.spotify.com/v1/audio-analysis/1JXBNvlDEl2epKSJ9EOgKX,0.671,216000.0,0.639,0.0,2.0,0.0941,-6.852,0.0,0.134,119.82,5.0,https://api.spotify.com/v1/tracks/1JXBNvlDEl2epKSJ9EOgKX,audio_features,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,0.385
495,Incognito,Inside Life,1TdgUQtoLxIc1CBUCJHEgY,14,0.0193,https://api.spotify.com/v1/audio-analysis/1TdgUQtoLxIc1CBUCJHEgY,0.667,272200.0,0.647,0.0428,8.0,0.257,-9.427,0.0,0.074,90.202,4.0,https://api.spotify.com/v1/tracks/1TdgUQtoLxIc1CBUCJHEgY,audio_features,spotify:track:1TdgUQtoLxIc1CBUCJHEgY,0.85
496,Lana Del Rey,Dealer,7iqQz931tn59mK6IZ3knRx,80,0.318,https://api.spotify.com/v1/audio-analysis/7iqQz931tn59mK6IZ3knRx,0.602,274293.0,0.59,0.000166,0.0,0.104,-6.346,0.0,0.0279,130.08,4.0,https://api.spotify.com/v1/tracks/7iqQz931tn59mK6IZ3knRx,audio_features,spotify:track:7iqQz931tn59mK6IZ3knRx,0.381
497,Years & Years,Breathe,71v09OflvBMGwSrSnOkyxq,8,0.222,https://api.spotify.com/v1/audio-analysis/71v09OflvBMGwSrSnOkyxq,0.746,233228.0,0.486,1.38e-06,10.0,0.123,-7.004,1.0,0.0344,92.018,4.0,https://api.spotify.com/v1/tracks/71v09OflvBMGwSrSnOkyxq,audio_features,spotify:track:71v09OflvBMGwSrSnOkyxq,0.417
498,Megan Thee Stallion,Megan's Piano,4HyVMzg0sUQsdOxRvSO8Ka,76,0.00799,https://api.spotify.com/v1/audio-analysis/4HyVMzg0sUQsdOxRvSO8Ka,0.953,113430.0,0.621,4.87e-06,11.0,0.307,-7.565,1.0,0.154,132.063,4.0,https://api.spotify.com/v1/tracks/4HyVMzg0sUQsdOxRvSO8Ka,audio_features,spotify:track:4HyVMzg0sUQsdOxRvSO8Ka,0.378
499,Years & Years,Starstruck - Kylie Minogue Remix,4AgEq4UqCDn0iCfgpQX37j,14,0.0364,https://api.spotify.com/v1/audio-analysis/4AgEq4UqCDn0iCfgpQX37j,0.613,206068.0,0.867,0.0,9.0,0.318,-2.089,0.0,0.0817,113.971,4.0,https://api.spotify.com/v1/tracks/4AgEq4UqCDn0iCfgpQX37j,audio_features,spotify:track:4AgEq4UqCDn0iCfgpQX37j,0.66
500,Polo G,Young N Dumb,4dZTNKRngStyYNueXCO2FR,72,0.0072,https://api.spotify.com/v1/audio-analysis/4dZTNKRngStyYNueXCO2FR,0.465,172394.0,0.729,0.0,3.0,0.139,-6.93,0.0,0.237,95.001,5.0,https://api.spotify.com/v1/tracks/4dZTNKRngStyYNueXCO2FR,audio_features,spotify:track:4dZTNKRngStyYNueXCO2FR,0.606
501,Funcc.,Etched,6QuOys0yAV9sQo1epby4sj,11,0.893,https://api.spotify.com/v1/audio-analysis/6QuOys0yAV9sQo1epby4sj,0.642,156000.0,0.574,0.873,4.0,0.186,-7.353,0.0,0.0291,79.994,3.0,https://api.spotify.com/v1/tracks/6QuOys0yAV9sQo1epby4sj,audio_features,spotify:track:6QuOys0yAV9sQo1epby4sj,0.0519
502,Justin Bieber,Hold On,1AsQM47daFDuVy9r1yVisK,0,0.0106,https://api.spotify.com/v1/audio-analysis/1AsQM47daFDuVy9r1yVisK,0.658,170813.0,0.634,0.0,1.0,0.132,-5.797,0.0,0.0413,139.98,4.0,https://api.spotify.com/v1/tracks/1AsQM47daFDuVy9r1yVisK,audio_features,spotify:track:1AsQM47daFDuVy9r1yVisK,0.29
503,Funcc.,My Dear,4DwRpHZ8XeWkbXn1lFEvBK,13,0.598,https://api.spotify.com/v1/audio-analysis/4DwRpHZ8XeWkbXn1lFEvBK,0.654,114194.0,0.146,0.935,6.0,0.11,-15.968,0.0,0.0843,124.011,4.0,https://api.spotify.com/v1/tracks/4DwRpHZ8XeWkbXn1lFEvBK,audio_features,spotify:track:4DwRpHZ8XeWkbXn1lFEvBK,0.338
504,Justin Bieber,Sorry,66CiP7Wc7BrMeMvNcdPqJg,0,0.0878,https://api.spotify.com/v1/audio-analysis/66CiP7Wc7BrMeMvNcdPqJg,0.679,200787.0,0.748,0.0,0.0,0.299,-3.624,0.0,0.0385,100.035,4.0,https://api.spotify.com/v1/tracks/66CiP7Wc7BrMeMvNcdPqJg,audio_features,spotify:track:66CiP7Wc7BrMeMvNcdPqJg,0.438
505,Dino Brown,Give Me Love (feat. Eliza G.) - Paky Francavilla Remix Radio,1ImVXX9hCrZqUsr17pOf1A,6,0.000408,https://api.spotify.com/v1/audio-analysis/1ImVXX9hCrZqUsr17pOf1A,0.761,245000.0,0.704,0.0127,0.0,0.365,-4.379,1.0,0.0302,127.989,4.0,https://api.spotify.com/v1/tracks/1ImVXX9hCrZqUsr17pOf1A,audio_features,spotify:track:1ImVXX9hCrZqUsr17pOf1A,0.329
506,Justin Bieber,Peaches,7gB7x7qLSgHRag5hW97TiJ,0,0.321,https://api.spotify.com/v1/audio-analysis/7gB7x7qLSgHRag5hW97TiJ,0.677,198082.0,0.696,0.0,0.0,0.42,-6.181,1.0,0.119,90.03,4.0,https://api.spotify.com/v1/tracks/7gB7x7qLSgHRag5hW97TiJ,audio_features,spotify:track:7gB7x7qLSgHRag5hW97TiJ,0.464
507,JBGL,Dance Monkey - Panico & Skar Remix,2PYqCuhWX0MAIOBPDxaFEi,6,0.0312,https://api.spotify.com/v1/audio-analysis/2PYqCuhWX0MAIOBPDxaFEi,0.857,190560.0,0.573,0.00912,6.0,0.536,-8.371,0.0,0.227,125.006,4.0,https://api.spotify.com/v1/tracks/2PYqCuhWX0MAIOBPDxaFEi,audio_features,spotify:track:2PYqCuhWX0MAIOBPDxaFEi,0.813
508,Justin Bieber,Mistletoe,4v2nqIfFg0Y2SdAUJ7FjA9,0,0.475,https://api.spotify.com/v1/audio-analysis/4v2nqIfFg0Y2SdAUJ7FjA9,0.623,183067.0,0.668,0.0,6.0,0.0862,-7.282,0.0,0.0531,161.948,4.0,https://api.spotify.com/v1/tracks/4v2nqIfFg0Y2SdAUJ7FjA9,audio_features,spotify:track:4v2nqIfFg0Y2SdAUJ7FjA9,0.823
509,Joe Bertè,Better Of Alone (feat. Monika Kiss) - Radio Edit,5JAaCqM5YjPL8arrekcVKj,6,0.00164,https://api.spotify.com/v1/audio-analysis/5JAaCqM5YjPL8arrekcVKj,0.698,195000.0,0.85,0.442,11.0,0.932,-3.967,1.0,0.0343,127.988,4.0,https://api.spotify.com/v1/tracks/5JAaCqM5YjPL8arrekcVKj,audio_features,spotify:track:5JAaCqM5YjPL8arrekcVKj,0.268
510,Justin Bieber,Hold On,2pV2k6dVqYQh3wBnTUvtd9,0,0.0106,https://api.spotify.com/v1/audio-analysis/2pV2k6dVqYQh3wBnTUvtd9,0.658,170813.0,0.634,0.0,1.0,0.132,-5.797,0.0,0.0413,139.98,4.0,https://api.spotify.com/v1/tracks/2pV2k6dVqYQh3wBnTUvtd9,audio_features,spotify:track:2pV2k6dVqYQh3wBnTUvtd9,0.29
511,Amaranta,Dime Tu - Live Streaming audio and video New Year 2021 remasterized,6glNtKl26CN6FfiWeVd6UX,8,0.304,https://api.spotify.com/v1/audio-analysis/6glNtKl26CN6FfiWeVd6UX,0.543,276062.0,0.674,0.0,0.0,0.318,-11.661,1.0,0.076,95.767,4.0,https://api.spotify.com/v1/tracks/6glNtKl26CN6FfiWeVd6UX,audio_features,spotify:track:6glNtKl26CN6FfiWeVd6UX,0.688
512,Justin Bieber,Fa La La,3myKz0SbIf1tvzUh0eYEDA,0,0.0207,https://api.spotify.com/v1/audio-analysis/3myKz0SbIf1tvzUh0eYEDA,0.658,185560.0,0.679,3.15e-06,10.0,0.198,-8.606,0.0,0.0361,94.489,4.0,https://api.spotify.com/v1/tracks/3myKz0SbIf1tvzUh0eYEDA,audio_features,spotify:track:3myKz0SbIf1tvzUh0eYEDA,0.42
513,Amaranta,Adios Tunantero - Live Streaming audio and video New Year 2021 remasterized,4Za9rPfMOe6N9AHV5CMBkB,8,0.31,https://api.spotify.com/v1/audio-analysis/4Za9rPfMOe6N9AHV5CMBkB,0.561,435673.0,0.591,0.0,0.0,0.532,-10.698,1.0,0.0849,134.113,3.0,https://api.spotify.com/v1/tracks/4Za9rPfMOe6N9AHV5CMBkB,audio_features,spotify:track:4Za9rPfMOe6N9AHV5CMBkB,0.513
514,Justin Bieber,Mistletoe,2JZMyww8rAkQ0YOdiQ0DeP,1,0.475,https://api.spotify.com/v1/audio-analysis/2JZMyww8rAkQ0YOdiQ0DeP,0.623,183067.0,0.668,0.0,6.0,0.0862,-7.282,0.0,0.0531,161.948,4.0,https://api.spotify.com/v1/tracks/2JZMyww8rAkQ0YOdiQ0DeP,audio_features,spotify:track:2JZMyww8rAkQ0YOdiQ0DeP,0.823
515,Amaranta,Mix Tunantadas - Live Streaming audio and video New Year 2021 remasterized,08lQHr7iNWMXo4IdiyEFDm,9,0.219,https://api.spotify.com/v1/audio-analysis/08lQHr7iNWMXo4IdiyEFDm,0.563,913422.0,0.683,0.0,0.0,0.729,-10.069,1.0,0.158,131.915,4.0,https://api.spotify.com/v1/tracks/08lQHr7iNWMXo4IdiyEFDm,audio_features,spotify:track:08lQHr7iNWMXo4IdiyEFDm,0.585
516,Justin Bieber,Ghost,2BycD0AAZQvYyKEEyXrIUp,0,0.178,https://api.spotify.com/v1/audio-analysis/2BycD0AAZQvYyKEEyXrIUp,0.604,153190.0,0.741,3.49e-05,2.0,0.409,-5.571,1.0,0.0475,153.947,4.0,https://api.spotify.com/v1/tracks/2BycD0AAZQvYyKEEyXrIUp,audio_features,spotify:track:2BycD0AAZQvYyKEEyXrIUp,0.473
517,MC Hammer,U Can't Touch This,6Zd9LlEOSpvcnNXntWsBTX,11,0.00845,https://api.spotify.com/v1/audio-analysis/6Zd9LlEOSpvcnNXntWsBTX,0.848,257080.0,0.839,0.0,0.0,0.317,-5.694,1.0,0.125,133.132,4.0,https://api.spotify.com/v1/tracks/6Zd9LlEOSpvcnNXntWsBTX,audio_features,spotify:track:6Zd9LlEOSpvcnNXntWsBTX,0.885
518,Justin Bieber,Peaches,5e7N2XpP9wkyceEQFednLj,0,0.321,https://api.spotify.com/v1/audio-analysis/5e7N2XpP9wkyceEQFednLj,0.677,198082.0,0.696,0.0,0.0,0.42,-6.181,1.0,0.119,90.03,4.0,https://api.spotify.com/v1/tracks/5e7N2XpP9wkyceEQFednLj,audio_features,spotify:track:5e7N2XpP9wkyceEQFednLj,0.464
519,Soulja Boy Tell'em,Crank That (Soulja Boy),0WSZRXePxhwvapQOTOOLLb,8,0.513,https://api.spotify.com/v1/audio-analysis/0WSZRXePxhwvapQOTOOLLb,0.733,221933.0,0.74,0.0,0.0,0.0468,-2.18,1.0,0.0905,140.2,4.0,https://api.spotify.com/v1/tracks/0WSZRXePxhwvapQOTOOLLb,audio_features,spotify:track:0WSZRXePxhwvapQOTOOLLb,0.799
520,Justin Bieber,Peaches,5WR5K2ynl5sbODnytqSXFy,0,0.321,https://api.spotify.com/v1/audio-analysis/5WR5K2ynl5sbODnytqSXFy,0.677,198082.0,0.696,0.0,0.0,0.42,-6.181,1.0,0.119,90.03,4.0,https://api.spotify.com/v1/tracks/5WR5K2ynl5sbODnytqSXFy,audio_features,spotify:track:5WR5K2ynl5sbODnytqSXFy,0.464
521,The Temptations,My Girl,1QRgNbI4BSxvhNmnKxkliw,7,0.254,https://api.spotify.com/v1/audio-analysis/1QRgNbI4BSxvhNmnKxkliw,0.565,175933.0,0.611,0.0,7.0,0.199,-4.592,1.0,0.0394,105.022,4.0,https://api.spotify.com/v1/tracks/1QRgNbI4BSxvhNmnKxkliw,audio_features,spotify:track:1QRgNbI4BSxvhNmnKxkliw,0.583
522,Justin Bieber,Mistletoe,3uIbZR3nkrUD5Bec1b2tis,0,0.475,https://api.spotify.com/v1/audio-analysis/3uIbZR3nkrUD5Bec1b2tis,0.623,183067.0,0.668,0.0,6.0,0.0862,-7.282,0.0,0.0531,161.948,4.0,https://api.spotify.com/v1/tracks/3uIbZR3nkrUD5Bec1b2tis,audio_features,spotify:track:3uIbZR3nkrUD5Bec1b2tis,0.823
523,Francis On My Mind,Circle of Love - Henri Purnell Remix,7J4hhcOMiucRKDhRoEGNmj,10,0.072,https://api.spotify.com/v1/audio-analysis/7J4hhcOMiucRKDhRoEGNmj,0.63,158578.0,0.648,0.00105,5.0,0.259,-7.035,0.0,0.0521,118.0,4.0,https://api.spotify.com/v1/tracks/7J4hhcOMiucRKDhRoEGNmj,audio_features,spotify:track:7J4hhcOMiucRKDhRoEGNmj,0.563
524,Justin Bieber,Peaches - Remix,3B9nNOzNLg0ekiOYktQkt9,0,0.399,https://api.spotify.com/v1/audio-analysis/3B9nNOzNLg0ekiOYktQkt9,0.64,229473.0,0.69,0.0,0.0,0.463,-6.489,1.0,0.235,89.906,4.0,https://api.spotify.com/v1/tracks/3B9nNOzNLg0ekiOYktQkt9,audio_features,spotify:track:3B9nNOzNLg0ekiOYktQkt9,0.59
525,Justin Bieber,Baby,6aSggrFQ6WdFphEGV6F4Yh,12,0.0457,https://api.spotify.com/v1/audio-analysis/6aSggrFQ6WdFphEGV6F4Yh,0.731,216613.0,0.842,0.0,5.0,0.0988,-5.358,0.0,0.113,65.027,4.0,https://api.spotify.com/v1/tracks/6aSggrFQ6WdFphEGV6F4Yh,audio_features,spotify:track:6aSggrFQ6WdFphEGV6F4Yh,0.473
526,Justin Bieber,Ghost,1jbx4tfVjDgOrFwI4C52ep,0,0.178,https://api.spotify.com/v1/audio-analysis/1jbx4tfVjDgOrFwI4C52ep,0.604,153190.0,0.741,3.49e-05,2.0,0.409,-5.571,1.0,0.0475,153.947,4.0,https://api.spotify.com/v1/tracks/1jbx4tfVjDgOrFwI4C52ep,audio_features,spotify:track:1jbx4tfVjDgOrFwI4C52ep,0.473
