,artist_name,track_name,track_id,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
271,Elvis Costello & The Attractions,You Belong To Me - 2021 Remaster,2vqIUx4KM4Pa7aK8PP7PRD,11,0.0383,https://api.spotify.com/v1/audio-analysis/2vqIUx4KM4Pa7aK8PP7PRD,0.408,143120.0,0.872,5.14e-05,7.0,0.0515,-6.09,1.0,0.0522,172.084,4.0,https://api.spotify.com/v1/tracks/2vqIUx4KM4Pa7aK8PP7PRD,audio_features,spotify:track:2vqIUx4KM4Pa7aK8PP7PRD,0.728
272,Taylor Swift,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,81,0.0538,https://api.spotify.com/v1/audio-analysis/0v4z1tuZvn6LGknom9Qx7d,0.584,224240.0,0.743,2.83e-06,4.0,0.121,-7.075,1.0,0.0931,167.844,4.0,https://api.spotify.com/v1/tracks/0v4z1tuZvn6LGknom9Qx7d,audio_features,spotify:track:0v4z1tuZvn6LGknom9Qx7d,0.746
273,Incognito,I Hear Your Name,7fD1USx9hdQWMQlJSbyDVC,22,0.222,https://api.spotify.com/v1/audio-analysis/7fD1USx9hdQWMQlJSbyDVC,0.765,413227.0,0.787,0.000948,5.0,0.124,-8.164,0.0,0.0431,118.85,4.0,https://api.spotify.com/v1/tracks/7fD1USx9hdQWMQlJSbyDVC,audio_features,spotify:track:7fD1USx9hdQWMQlJSbyDVC,0.754
274,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,85,0.0377,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,0.713,227395.0,0.676,0.0,10.0,0.154,-5.483,1.0,0.027,99.048,4.0,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,audio_features,spotify:track:5zFglKYiknIxks8geR8rcL,0.721
275,The Chieftains,"Carrickfergus - Live At Symphony Hall, Boston, 1976 / Remastered 2021",7erKwvt6cxsghoYPdsxCzg,11,0.986,https://api.spotify.com/v1/audio-analysis/7erKwvt6cxsghoYPdsxCzg,0.369,197440.0,0.0618,0.896,2.0,0.686,-19.484,1.0,0.0402,93.317,4.0,https://api.spotify.com/v1/tracks/7erKwvt6cxsghoYPdsxCzg,audio_features,spotify:track:7erKwvt6cxsghoYPdsxCzg,0.304
276,Lil Nas X,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,88,0.297,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,0.61,137876.0,0.508,0.0,8.0,0.384,-6.682,0.0,0.152,178.818,4.0,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,audio_features,spotify:track:67BtfxlNbhBmCDR2L2l8qd,0.758
277,The Chieftains,An Faire - Remastered 2021,2Xv2W1eXxDX6yYXRoRMF8q,10,0.498,https://api.spotify.com/v1/audio-analysis/2Xv2W1eXxDX6yYXRoRMF8q,0.426,221413.0,0.574,0.776,2.0,0.145,-7.053,1.0,0.0355,125.359,4.0,https://api.spotify.com/v1/tracks/2Xv2W1eXxDX6yYXRoRMF8q,audio_features,spotify:track:2Xv2W1eXxDX6yYXRoRMF8q,0.675
278,Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,81,0.0399,https://api.spotify.com/v1/audio-analysis/0y6kdSRCVQhSsHSpWvTUm7,0.502,299080.0,0.534,0.0,2.0,0.0977,-5.954,1.0,0.0278,94.05,4.0,https://api.spotify.com/v1/tracks/0y6kdSRCVQhSsHSpWvTUm7,audio_features,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,0.155
279,The Chieftains,Scéal Na gCapall - Remastered 2021,0rzXH1GHLkaVluUQm8T81s,11,0.988,https://api.spotify.com/v1/audio-analysis/0rzXH1GHLkaVluUQm8T81s,0.204,195747.0,0.179,0.852,9.0,0.0919,-12.868,0.0,0.0386,66.982,4.0,https://api.spotify.com/v1/tracks/0rzXH1GHLkaVluUQm8T81s,audio_features,spotify:track:0rzXH1GHLkaVluUQm8T81s,0.205
280,Key Glock,Ambition For Cash,1tkipCYkIgti8f1tqjfcWe,79,0.0115,https://api.spotify.com/v1/audio-analysis/1tkipCYkIgti8f1tqjfcWe,0.841,143480.0,0.732,2.18e-05,7.0,0.136,-5.186,0.0,0.19,149.012,4.0,https://api.spotify.com/v1/tracks/1tkipCYkIgti8f1tqjfcWe,audio_features,spotify:track:1tkipCYkIgti8f1tqjfcWe,0.576
281,Incognito,Deep Waters,0UxKn4wMcChYsArrffUdWF,22,0.349,https://api.spotify.com/v1/audio-analysis/0UxKn4wMcChYsArrffUdWF,0.681,395387.0,0.599,1.67e-05,1.0,0.0737,-10.732,0.0,0.0302,153.738,4.0,https://api.spotify.com/v1/tracks/0UxKn4wMcChYsArrffUdWF,audio_features,spotify:track:0UxKn4wMcChYsArrffUdWF,0.921
282,Morgan Wallen,More Than My Hometown,5OELUCYgOHKFAvCERnAvfS,77,0.615,https://api.spotify.com/v1/audio-analysis/5OELUCYgOHKFAvCERnAvfS,0.62,216573.0,0.869,0.0,6.0,0.131,-5.479,1.0,0.0462,126.019,4.0,https://api.spotify.com/v1/tracks/5OELUCYgOHKFAvCERnAvfS,audio_features,spotify:track:5OELUCYgOHKFAvCERnAvfS,0.597
283,Incognito,Don't You Worry 'Bout A Thing,67oKpoAXWBrPblNLT879Uz,23,0.0381,https://api.spotify.com/v1/audio-analysis/67oKpoAXWBrPblNLT879Uz,0.73,319760.0,0.839,0.000176,8.0,0.135,-7.729,0.0,0.0339,109.016,4.0,https://api.spotify.com/v1/tracks/67oKpoAXWBrPblNLT879Uz,audio_features,spotify:track:67oKpoAXWBrPblNLT879Uz,0.71
284,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),7DhvNzyMM8jJWcfykG3psB,78,0.137,https://api.spotify.com/v1/audio-analysis/7DhvNzyMM8jJWcfykG3psB,0.403,170560.0,0.711,0.0,8.0,0.109,-4.189,1.0,0.0569,203.803,4.0,https://api.spotify.com/v1/tracks/7DhvNzyMM8jJWcfykG3psB,audio_features,spotify:track:7DhvNzyMM8jJWcfykG3psB,0.801
285,Johann Strauss II,"Frühlingsstimmen, Walzer, Op. 410",5zZbXSRIFe1uWNmEM7f2XI,30,0.974,https://api.spotify.com/v1/audio-analysis/5zZbXSRIFe1uWNmEM7f2XI,0.219,459053.0,0.0855,0.922,0.0,0.355,-19.703,0.0,0.0404,171.849,3.0,https://api.spotify.com/v1/tracks/5zZbXSRIFe1uWNmEM7f2XI,audio_features,spotify:track:5zZbXSRIFe1uWNmEM7f2XI,0.156
286,Roddy Ricch,late at night,1fxYz1s15pyZLsJT0Hdh1m,81,0.343,https://api.spotify.com/v1/audio-analysis/1fxYz1s15pyZLsJT0Hdh1m,0.643,174682.0,0.403,0.0,1.0,0.138,-11.254,0.0,0.41,98.54,4.0,https://api.spotify.com/v1/tracks/1fxYz1s15pyZLsJT0Hdh1m,audio_features,spotify:track:1fxYz1s15pyZLsJT0Hdh1m,0.111
287,Mabel,Loneliest Time Of Year,1OlAuA5lIiPk7bYfeCZBOz,12,0.0631,https://api.spotify.com/v1/audio-analysis/1OlAuA5lIiPk7bYfeCZBOz,0.517,202693.0,0.609,0.0,7.0,0.106,-5.702,1.0,0.0291,92.093,4.0,https://api.spotify.com/v1/tracks/1OlAuA5lIiPk7bYfeCZBOz,audio_features,spotify:track:1OlAuA5lIiPk7bYfeCZBOz,0.239
288,Young Thug,Livin It Up (with Post Malone & A$AP Rocky),7zjEyeBsaw9gV0jofJLfOM,82,0.838,https://api.spotify.com/v1/audio-analysis/7zjEyeBsaw9gV0jofJLfOM,0.767,210907.0,0.313,0.0,7.0,0.105,-12.059,1.0,0.0798,82.582,4.0,https://api.spotify.com/v1/tracks/7zjEyeBsaw9gV0jofJLfOM,audio_features,spotify:track:7zjEyeBsaw9gV0jofJLfOM,0.765
289,Martin Málek,A Thousand Years (with SuperStar 2021),266T4uP9uUQ1rpTlW0HrA0,14,0.908,https://api.spotify.com/v1/audio-analysis/266T4uP9uUQ1rpTlW0HrA0,0.409,156271.0,0.207,0.0,10.0,0.24,-10.998,1.0,0.0291,138.29,3.0,https://api.spotify.com/v1/tracks/266T4uP9uUQ1rpTlW0HrA0,audio_features,spotify:track:266T4uP9uUQ1rpTlW0HrA0,0.377
290,DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,80,0.161,https://api.spotify.com/v1/audio-analysis/0cu0rhnlCnJ7JIeHRiLpj3,0.902,112547.0,0.669,0.0,1.0,0.0728,-5.049,1.0,0.457,139.949,4.0,https://api.spotify.com/v1/tracks/0cu0rhnlCnJ7JIeHRiLpj3,audio_features,spotify:track:0cu0rhnlCnJ7JIeHRiLpj3,0.628
291,Al Stewart,"Year Of The Cat - [Live, WKDX, Chicago, 27 October 1978] [2021 Remaster]",1YcfNar0Pp5Ua77r1Pfl1E,11,0.376,https://api.spotify.com/v1/audio-analysis/1YcfNar0Pp5Ua77r1Pfl1E,0.501,607947.0,0.559,0.213,4.0,0.865,-14.719,0.0,0.0452,122.287,4.0,https://api.spotify.com/v1/tracks/1YcfNar0Pp5Ua77r1Pfl1E,audio_features,spotify:track:1YcfNar0Pp5Ua77r1Pfl1E,0.417
292,Jason Aldean,If I Didn't Love You,5f3MXmTmstozFg0BH1yPUk,78,0.176,https://api.spotify.com/v1/audio-analysis/5f3MXmTmstozFg0BH1yPUk,0.456,212030.0,0.679,0.0,1.0,0.103,-4.802,1.0,0.0324,184.075,4.0,https://api.spotify.com/v1/tracks/5f3MXmTmstozFg0BH1yPUk,audio_features,spotify:track:5f3MXmTmstozFg0BH1yPUk,0.483
293,Gary LeVox,Christmas Will Be Different This Year,3X1XyIOVS6OlBpY0rQ0Y1O,12,0.907,https://api.spotify.com/v1/audio-analysis/3X1XyIOVS6OlBpY0rQ0Y1O,0.457,202464.0,0.298,0.0,6.0,0.0918,-7.847,1.0,0.0334,116.385,4.0,https://api.spotify.com/v1/tracks/3X1XyIOVS6OlBpY0rQ0Y1O,audio_features,spotify:track:3X1XyIOVS6OlBpY0rQ0Y1O,0.277
294,Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,81,0.271,https://api.spotify.com/v1/audio-analysis/7qEUFOVcxRI19tbT68JcYK,0.498,245427.0,0.61,0.0,6.0,0.223,-5.098,1.0,0.0363,79.918,4.0,https://api.spotify.com/v1/tracks/7qEUFOVcxRI19tbT68JcYK,audio_features,spotify:track:7qEUFOVcxRI19tbT68JcYK,0.474
295,Alesso,Years,2dx3YV0AhsygULQ2ojYVq0,40,0.00211,https://api.spotify.com/v1/audio-analysis/2dx3YV0AhsygULQ2ojYVq0,0.362,196347.0,0.858,1.3e-06,2.0,0.25,-3.92,1.0,0.0743,127.891,4.0,https://api.spotify.com/v1/tracks/2dx3YV0AhsygULQ2ojYVq0,audio_features,spotify:track:2dx3YV0AhsygULQ2ojYVq0,0.282
296,Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),25GyyK9CyZRiDCsPY51fIT,81,0.0951,https://api.spotify.com/v1/audio-analysis/25GyyK9CyZRiDCsPY51fIT,0.545,150476.0,0.82,0.0,8.0,0.29,-4.489,1.0,0.275,141.908,4.0,https://api.spotify.com/v1/tracks/25GyyK9CyZRiDCsPY51fIT,audio_features,spotify:track:25GyyK9CyZRiDCsPY51fIT,0.357
297,Shin Giwon Piano,It's The Most Wonderful Time Of The Year,0sD1oNjnN6pK1hWtQ1TyIR,23,0.931,https://api.spotify.com/v1/audio-analysis/0sD1oNjnN6pK1hWtQ1TyIR,0.513,253556.0,0.221,0.886,9.0,0.136,-18.019,1.0,0.0375,180.174,3.0,https://api.spotify.com/v1/tracks/0sD1oNjnN6pK1hWtQ1TyIR,audio_features,spotify:track:0sD1oNjnN6pK1hWtQ1TyIR,0.661
298,Baby Keem,family ties (with Kendrick Lamar),3QFInJAm9eyaho5vBzxInN,79,0.00588,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,0.711,252262.0,0.611,0.0,1.0,0.23,-5.453,1.0,0.33,134.093,4.0,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,audio_features,spotify:track:3QFInJAm9eyaho5vBzxInN,0.144
299,Lory DJ,Last Christmas (feat. Guax) - Radio Mix,4bEC2NJWkql69OUmSMWedF,12,0.00486,https://api.spotify.com/v1/audio-analysis/4bEC2NJWkql69OUmSMWedF,0.71,195010.0,0.789,0.488,11.0,0.0866,-5.352,0.0,0.0415,128.035,4.0,https://api.spotify.com/v1/tracks/4bEC2NJWkql69OUmSMWedF,audio_features,spotify:track:4bEC2NJWkql69OUmSMWedF,0.371
300,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,80,0.0802,https://api.spotify.com/v1/audio-analysis/4eNOLmx8r2IJAVKvBBL1jv,0.808,144349.0,0.639,0.0,1.0,0.15,-7.266,0.0,0.279,118.0,4.0,https://api.spotify.com/v1/tracks/4eNOLmx8r2IJAVKvBBL1jv,audio_features,spotify:track:4eNOLmx8r2IJAVKvBBL1jv,0.395
301,Funcc.,i still remember toronto,5jNWFTEa6WYX04E5XRgSVt,15,0.713,https://api.spotify.com/v1/audio-analysis/5jNWFTEa6WYX04E5XRgSVt,0.483,169091.0,0.259,0.821,6.0,0.102,-14.275,1.0,0.0633,77.123,4.0,https://api.spotify.com/v1/tracks/5jNWFTEa6WYX04E5XRgSVt,audio_features,spotify:track:5jNWFTEa6WYX04E5XRgSVt,0.0386
302,Taylor Swift,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,81,0.0848,https://api.spotify.com/v1/audio-analysis/7eQj6r5PIdYKEIZjucBMcq,0.693,205787.0,0.681,0.0,0.0,0.0768,-7.039,1.0,0.025,100.02,4.0,https://api.spotify.com/v1/tracks/7eQj6r5PIdYKEIZjucBMcq,audio_features,spotify:track:7eQj6r5PIdYKEIZjucBMcq,0.663
303,Elvis Costello & The Attractions,Living In Paradise - 2021 Remaster,6NEXLsJqie5XlZucXtiwxO,9,0.318,https://api.spotify.com/v1/audio-analysis/6NEXLsJqie5XlZucXtiwxO,0.643,227080.0,0.714,6.56e-06,2.0,0.299,-6.128,1.0,0.0618,130.643,4.0,https://api.spotify.com/v1/tracks/6NEXLsJqie5XlZucXtiwxO,audio_features,spotify:track:6NEXLsJqie5XlZucXtiwxO,0.962
304,Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,81,0.256,https://api.spotify.com/v1/audio-analysis/3oGVx9RBmiYGv5ZCecWLkx,0.611,263533.0,0.552,0.0,7.0,0.134,-5.828,1.0,0.031,116.012,4.0,https://api.spotify.com/v1/tracks/3oGVx9RBmiYGv5ZCecWLkx,audio_features,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.41
305,Incognito,Everyday,2NgWsGPFYG7M30NrdaZuq6,21,0.092,https://api.spotify.com/v1/audio-analysis/2NgWsGPFYG7M30NrdaZuq6,0.689,289427.0,0.9,1.64e-05,10.0,0.0464,-7.338,1.0,0.185,114.061,4.0,https://api.spotify.com/v1/tracks/2NgWsGPFYG7M30NrdaZuq6,audio_features,spotify:track:2NgWsGPFYG7M30NrdaZuq6,0.655
306,Tiësto,Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,91,0.198,https://api.spotify.com/v1/audio-analysis/0bI7K9Becu2dtXK1Q3cZNB,0.77,140500.0,0.787,0.0,11.0,0.262,-3.748,0.0,0.0583,119.986,4.0,https://api.spotify.com/v1/tracks/0bI7K9Becu2dtXK1Q3cZNB,audio_features,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,0.513
307,Elvis Costello & The Attractions,Big Boys - Demo Version,46KOXad0Wr1G3JfvIHR1s1,11,0.155,https://api.spotify.com/v1/audio-analysis/46KOXad0Wr1G3JfvIHR1s1,0.747,179773.0,0.348,0.0,4.0,0.109,-11.532,1.0,0.0628,129.125,4.0,https://api.spotify.com/v1/tracks/46KOXad0Wr1G3JfvIHR1s1,audio_features,spotify:track:46KOXad0Wr1G3JfvIHR1s1,0.476
308,Rod Wave,By Your Side,2AaJeBEq3WLcfFW1y8svDf,77,0.0345,https://api.spotify.com/v1/audio-analysis/2AaJeBEq3WLcfFW1y8svDf,0.649,194051.0,0.508,3.59e-05,8.0,0.0736,-10.232,1.0,0.0959,157.975,4.0,https://api.spotify.com/v1/tracks/2AaJeBEq3WLcfFW1y8svDf,audio_features,spotify:track:2AaJeBEq3WLcfFW1y8svDf,0.405
309,Mabel,Loneliest Time Of Year,3osvMCYHcHhnm8ExHx0KtE,10,0.0631,https://api.spotify.com/v1/audio-analysis/3osvMCYHcHhnm8ExHx0KtE,0.517,202693.0,0.609,0.0,7.0,0.106,-5.702,1.0,0.0291,92.093,4.0,https://api.spotify.com/v1/tracks/3osvMCYHcHhnm8ExHx0KtE,audio_features,spotify:track:3osvMCYHcHhnm8ExHx0KtE,0.239
310,Masked Wolf,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,85,0.175,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,0.778,132780.0,0.695,0.0,4.0,0.15,-6.865,0.0,0.0913,149.996,4.0,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,audio_features,spotify:track:3Ofmpyhv5UAQ70mENzB277,0.472
311,The Chieftains,An Comhra Donn / Murphy’s Hornpipe (Hornpipes) - Remastered 2021,4zJRT6Uhnoyg6x4xkOyooC,11,0.942,https://api.spotify.com/v1/audio-analysis/4zJRT6Uhnoyg6x4xkOyooC,0.392,260947.0,0.479,0.8,2.0,0.61,-8.23,1.0,0.036,163.706,4.0,https://api.spotify.com/v1/tracks/4zJRT6Uhnoyg6x4xkOyooC,audio_features,spotify:track:4zJRT6Uhnoyg6x4xkOyooC,0.92
312,Morgan Wallen,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,77,0.232,https://api.spotify.com/v1/audio-analysis/0mKnuxVkPi5h0kuvZl44VM,0.549,293707.0,0.44,7.37e-06,7.0,0.107,-8.192,1.0,0.0264,128.01,3.0,https://api.spotify.com/v1/tracks/0mKnuxVkPi5h0kuvZl44VM,audio_features,spotify:track:0mKnuxVkPi5h0kuvZl44VM,0.214
313,Titobeats,Happy New Year 2021 - Instrumental,05l9VYIDq7lYaAw6HxQBVl,4,0.0674,https://api.spotify.com/v1/audio-analysis/05l9VYIDq7lYaAw6HxQBVl,0.862,190668.0,0.541,0.708,6.0,0.0852,-7.846,1.0,0.263,141.089,4.0,https://api.spotify.com/v1/tracks/05l9VYIDq7lYaAw6HxQBVl,audio_features,spotify:track:05l9VYIDq7lYaAw6HxQBVl,0.802
314,Cochise,POCKET ROCKET,1FKG2wgJ75wS9MFNVZFiWd,83,0.0216,https://api.spotify.com/v1/audio-analysis/1FKG2wgJ75wS9MFNVZFiWd,0.711,131500.0,0.646,0.0,2.0,0.0921,-5.444,0.0,0.225,160.931,3.0,https://api.spotify.com/v1/tracks/1FKG2wgJ75wS9MFNVZFiWd,audio_features,spotify:track:1FKG2wgJ75wS9MFNVZFiWd,0.778
315,Incognito,A Shade Of Blue,41umkmGzinIZKvPreMXjuy,20,0.208,https://api.spotify.com/v1/audio-analysis/41umkmGzinIZKvPreMXjuy,0.696,346093.0,0.456,0.03,1.0,0.125,-9.833,1.0,0.0332,81.979,4.0,https://api.spotify.com/v1/tracks/41umkmGzinIZKvPreMXjuy,audio_features,spotify:track:41umkmGzinIZKvPreMXjuy,0.679
316,bbno$,edamame (feat. Rich Brian),1uMHCAyGmHqyygoNRuo7MV,86,0.023,https://api.spotify.com/v1/audio-analysis/1uMHCAyGmHqyygoNRuo7MV,0.815,133707.0,0.848,0.000162,4.0,0.0265,-4.704,0.0,0.115,106.032,4.0,https://api.spotify.com/v1/tracks/1uMHCAyGmHqyygoNRuo7MV,audio_features,spotify:track:1uMHCAyGmHqyygoNRuo7MV,0.684
317,Incognito,Out Of The Storm - Morales Radio Edit,6hwPZQxVLoulvSovqHz6RU,20,0.0821,https://api.spotify.com/v1/audio-analysis/6hwPZQxVLoulvSovqHz6RU,0.667,217787.0,0.855,0.0984,4.0,0.2,-6.297,0.0,0.0378,103.593,4.0,https://api.spotify.com/v1/tracks/6hwPZQxVLoulvSovqHz6RU,audio_features,spotify:track:6hwPZQxVLoulvSovqHz6RU,0.729
318,DaBaby,ROOF,1zwvbkUqTozLnmIECvBfgs,79,0.0121,https://api.spotify.com/v1/audio-analysis/1zwvbkUqTozLnmIECvBfgs,0.892,94521.0,0.577,0.0,2.0,0.243,-4.299,1.0,0.341,145.935,4.0,https://api.spotify.com/v1/tracks/1zwvbkUqTozLnmIECvBfgs,audio_features,spotify:track:1zwvbkUqTozLnmIECvBfgs,0.64
319,Idina Menzel,The Most Wonderful Time Of The Year,5dzAhna7L4hoGdrgjZY9WD,11,0.604,https://api.spotify.com/v1/audio-analysis/5dzAhna7L4hoGdrgjZY9WD,0.545,184427.0,0.578,0.0,10.0,0.281,-7.48,1.0,0.0368,92.014,3.0,https://api.spotify.com/v1/tracks/5dzAhna7L4hoGdrgjZY9WD,audio_features,spotify:track:5dzAhna7L4hoGdrgjZY9WD,0.586
320,Polo G,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,80,0.41,https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg,0.789,165926.0,0.536,0.0,6.0,0.129,-6.862,1.0,0.242,81.039,4.0,https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg,audio_features,spotify:track:18vXApRmJSgQ6wG2ll9AOg,0.437
321,Yello,Houdini - Re-Edited 2021,6tKD8SikTunrPyYloyNg6X,22,0.00217,https://api.spotify.com/v1/audio-analysis/6tKD8SikTunrPyYloyNg6X,0.63,173413.0,0.928,0.0839,7.0,0.102,-10.108,1.0,0.0469,134.996,4.0,https://api.spotify.com/v1/tracks/6tKD8SikTunrPyYloyNg6X,audio_features,spotify:track:6tKD8SikTunrPyYloyNg6X,0.781
322,Taylor Swift,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,81,0.0288,https://api.spotify.com/v1/audio-analysis/7J4b3LVCIGO4CMBDFLPoP6,0.622,202960.0,0.809,0.00218,9.0,0.109,-5.623,1.0,0.0638,156.894,4.0,https://api.spotify.com/v1/tracks/7J4b3LVCIGO4CMBDFLPoP6,audio_features,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,0.511
323,Yello,Night Train - Re-Edited 2021,1PnJPZpUCBZx1x2Lw6JVm8,23,0.0578,https://api.spotify.com/v1/audio-analysis/1PnJPZpUCBZx1x2Lw6JVm8,0.655,229747.0,0.954,0.727,6.0,0.0699,-11.014,0.0,0.0419,131.622,4.0,https://api.spotify.com/v1/tracks/1PnJPZpUCBZx1x2Lw6JVm8,audio_features,spotify:track:1PnJPZpUCBZx1x2Lw6JVm8,0.486
324,Tai Verdes,A-O-K,1sx0XsWUusUoPstbvokZjP,75,0.125,https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP,0.731,173640.0,0.626,0.0,11.0,0.183,-6.919,1.0,0.0805,82.488,4.0,https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP,audio_features,spotify:track:1sx0XsWUusUoPstbvokZjP,0.862
325,Elvis Costello & The Attractions,Night Rally - 2021 Remaster,2y99Flw9sZmiYpWj2jjwLa,8,0.396,https://api.spotify.com/v1/audio-analysis/2y99Flw9sZmiYpWj2jjwLa,0.43,162507.0,0.63,0.0,4.0,0.596,-5.604,1.0,0.0291,101.089,4.0,https://api.spotify.com/v1/tracks/2y99Flw9sZmiYpWj2jjwLa,audio_features,spotify:track:2y99Flw9sZmiYpWj2jjwLa,0.55
326,Saweetie,Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,81,0.00302,https://api.spotify.com/v1/audio-analysis/2etHQJxIbV0soyPhelVs9Y,0.84,155884.0,0.766,3.61e-06,4.0,0.0684,-4.12,1.0,0.136,94.018,4.0,https://api.spotify.com/v1/tracks/2etHQJxIbV0soyPhelVs9Y,audio_features,spotify:track:2etHQJxIbV0soyPhelVs9Y,0.402
327,Elvis Costello & The Attractions,Big Tears - 2021 Remaster,5zIXVqJifYPQrom15l3eI3,8,0.0612,https://api.spotify.com/v1/audio-analysis/5zIXVqJifYPQrom15l3eI3,0.558,191107.0,0.838,0.00182,7.0,0.309,-6.479,1.0,0.0417,119.089,4.0,https://api.spotify.com/v1/tracks/5zIXVqJifYPQrom15l3eI3,audio_features,spotify:track:5zIXVqJifYPQrom15l3eI3,0.778
328,Kodak Black,Super Gremlin,4A8cWXxKfIL3lAyUDzXbCF,77,0.00265,https://api.spotify.com/v1/audio-analysis/4A8cWXxKfIL3lAyUDzXbCF,0.825,200548.0,0.414,0.0,2.0,0.357,-6.634,1.0,0.144,72.993,4.0,https://api.spotify.com/v1/tracks/4A8cWXxKfIL3lAyUDzXbCF,audio_features,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,0.106
329,Incognito,Change - Bluey's Remix,4afIkXBZ1HhejlPEEYgqoI,20,0.000256,https://api.spotify.com/v1/audio-analysis/4afIkXBZ1HhejlPEEYgqoI,0.573,298333.0,0.748,0.0453,6.0,0.0429,-8.204,0.0,0.0467,184.083,4.0,https://api.spotify.com/v1/tracks/4afIkXBZ1HhejlPEEYgqoI,audio_features,spotify:track:4afIkXBZ1HhejlPEEYgqoI,0.897
330,Jack Harlow,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,79,0.144,https://api.spotify.com/v1/audio-analysis/1MIGkQxcdAt2lDx6ySpsc5,0.801,157675.0,0.688,0.0,1.0,0.107,-4.594,1.0,0.396,162.928,4.0,https://api.spotify.com/v1/tracks/1MIGkQxcdAt2lDx6ySpsc5,audio_features,spotify:track:1MIGkQxcdAt2lDx6ySpsc5,0.5
331,Cowboys & Aliens,Simple Things - Live At Alcatraz 2021,3Wk4WSsfWiWtOgpWYApeK2,14,8.42e-05,https://api.spotify.com/v1/audio-analysis/3Wk4WSsfWiWtOgpWYApeK2,0.322,297925.0,0.934,0.164,7.0,0.462,-5.951,1.0,0.0604,76.696,4.0,https://api.spotify.com/v1/tracks/3Wk4WSsfWiWtOgpWYApeK2,audio_features,spotify:track:3Wk4WSsfWiWtOgpWYApeK2,0.147
332,347aidan,MEMORIES!,27XMmSWSOXJ7eVb40tH93T,83,0.757,https://api.spotify.com/v1/audio-analysis/27XMmSWSOXJ7eVb40tH93T,0.835,137806.0,0.381,4.59e-06,9.0,0.121,-6.121,1.0,0.342,154.973,4.0,https://api.spotify.com/v1/tracks/27XMmSWSOXJ7eVb40tH93T,audio_features,spotify:track:27XMmSWSOXJ7eVb40tH93T,0.31
333,Funcc.,Another Life,1C9VpBEN2Jzmz2AH9NhnOA,14,0.0152,https://api.spotify.com/v1/audio-analysis/1C9VpBEN2Jzmz2AH9NhnOA,0.549,115263.0,0.65,0.603,0.0,0.468,-9.265,1.0,0.0414,151.886,4.0,https://api.spotify.com/v1/tracks/1C9VpBEN2Jzmz2AH9NhnOA,audio_features,spotify:track:1C9VpBEN2Jzmz2AH9NhnOA,0.234
